Hakusana	Sanaluokat	count
voimala	substantiivi	13084
kumota	verbi	13078
kerros	substantiivi	13060
jäsenmaa	substantiivi	13051
kirjo	substantiivi	13045
voittomaali	substantiivi	13044
alhainen	adjektiivi, substantiivi	13043
myymälä	substantiivi	13029
tarkkailla	verbi	13022
ehkäistä	verbi	13017
pronssi	substantiivi	13000
olennainen	adjektiivi, substantiivi	12994
risti	substantiivi	12990
vastaanottaa	verbi	12983
kansi	substantiivi	12975
käytävä	substantiivi	12972
periä	verbi	12966
tahtoa	verbi	12959
kiihtyä	verbi	12957
palautua	verbi	12947
valua	verbi	12947
tiimi	substantiivi	12944
peittää	verbi	12941
lahjoittaa	verbi	12934
hopea	substantiivi	12933
harmaa	adjektiivi, substantiivi	12911
ympärille	postpositio, adverbi	12900
huolestuttaa	verbi	12882
puolustusministeri	substantiivi	12866
kuntalainen	substantiivi	12862
pääjohtaja	substantiivi	12860
tulkinta	substantiivi	12860
ihana	adjektiivi	12858
asianajaja	substantiivi	12843
nimittäin	adverbi	12840
alentaa	verbi	12837
keskenään	adverbi	12836
tajuta	verbi	12836
juontaja	substantiivi	12830
rankka	adjektiivi	12829
erikseen	adverbi	12827
sijoittaja	substantiivi	12801
yhteydenotto	substantiivi	12801
käytös	substantiivi	12799
apteekki	substantiivi	12795
pääsihteeri	substantiivi	12792
keskimääräinen	adjektiivi	12791
muualle	adverbi	12784
peräkkäinen	adjektiivi	12775
kohtuullinen	adjektiivi	12774
hallussa	postpositio	12758
hirveä	adjektiivi, substantiivi	12730
totuus	substantiivi	12729
myöhä	adjektiivi, substantiivi	12717
lupaus	substantiivi	12711
tasoittaa	verbi	12703
omistus	substantiivi	12702
poissa	adverbi	12695
pitkälti	adverbi	12688
taidemuseo	substantiivi	12683
huima	adjektiivi	12657
pandemia	substantiivi	12649
muutto	substantiivi	12642
tavanomainen	adjektiivi	12612
teettää	verbi	12600
paino	substantiivi	12598
taitaa	verbi	12594
vesistö	substantiivi	12588
väylä	substantiivi	12586
ry	substantiivi	12585
veri	substantiivi	12565
lohko	substantiivi	12562
pinna	substantiivi*	12559
ehdoton	adjektiivi	12535
iäkäs	adjektiivi	12531
lapsiperhe	substantiivi	12527
digitaalinen	adjektiivi	12525
hyppy	substantiivi	12516
arvoinen	adjektiivi	12514
asetus	substantiivi	12484
kirkas	adjektiivi, substantiivi	12481
ennallaan	adverbi	12475
keli	substantiivi	12473
telakka	substantiivi	12469
sä	pronomini	12465
oppi	substantiivi	12456
varhain	adverbi	12455
verotus	substantiivi	12450
lahja	substantiivi	12445
ydinvoimala	substantiivi	12427
haavoittua	verbi	12420
lainsäädäntö	substantiivi	12411
kaukalo	substantiivi	12391
ikinä	adverbi	12390
verkosto	substantiivi	12381
häirintä	substantiivi	12353
kartoittaa	verbi	12346
surma	substantiivi	12343
jakautua	verbi	12328
ilmatiede	substantiivi	12320
patsas	substantiivi	12307
kunnanvaltuusto	substantiivi	12306
prosenttiyksikkö	substantiivi	12295
valtuustoryhmä	substantiivi	12295
harmitella	verbi	12283
penkki	substantiivi	12274
blogi	substantiivi	12270
suhteellinen	adjektiivi	12266
ikääntyä	verbi	12260
jotenkin	adverbi	12252
koripallo	substantiivi	12238
arviointi	substantiivi	12233
alkuperä	substantiivi	12230
valmennus	substantiivi	12219
raaka-aine	substantiivi	12205
helpotus	substantiivi	12188
kuski	substantiivi	12187
tanssi	substantiivi	12186
klikata	verbi	12177
entä	adverbi	12175
sulaa	verbi	12173
rakennustyö	substantiivi	12156
kahdeksas	numeraali	12153
taksi	substantiivi	12150
sisäministeri	substantiivi	12142
tiedottaja	substantiivi	12139
oja	substantiivi	12132
kenkä	substantiivi	12117
tasapeli	substantiivi	12116
evakuoida	verbi	12113
mielellään	adverbi	12104
pormestari	substantiivi	12086
itäinen	adjektiivi	12082
riita	substantiivi	12080
syöpä	substantiivi	12074
joukkoliikenne	substantiivi	12073
julkaisu	substantiivi	12065
maalintekijä	substantiivi	12063
ehdollinen	adjektiivi	12061
mennyt	adjektiivi, substantiivi	12058
rajusti	adverbi	12055
hehkuttaa	verbi	12050
hajota	verbi	12048
vertailu	substantiivi	12047
rauhoittaa	verbi	12040
kiistellä	verbi	12032
erikoistua	verbi	12020
marja	substantiivi	12005
perinteisesti	adverbi	12000
henkilövahinko	substantiivi	11998
itsenäinen	adjektiivi	11996
pesä	substantiivi	11996
litra	substantiivi	11992
näköinen	adjektiivi	11986
italialainen	adjektiivi, substantiivi	11980
valitettavasti	adverbi	11978
hiukan	adverbi	11976
neliö	substantiivi	11966
kataja	substantiivi	11957
romaani	substantiivi	11954
ilmaista	verbi	11943
syytetty	substantiivi	11936
tv	substantiivi	11928
pituus	substantiivi	11927
enempää		11924
solmia	verbi	11912
sisätila	substantiivi	11904
valtiovarainministeriö	substantiivi	11897
kolmasosa	substantiivi	11887
käänne	substantiivi	11887
ilmasto	substantiivi	11876
olettaa	verbi	11876
palomestari	substantiivi	11872
nähden	postpositio	11869
väline	substantiivi	11860
ambulanssi	substantiivi	11857
yliopistollinen	adjektiivi	11855
kipu	substantiivi	11848
loistaa	verbi	11848
kunnon	adverbi	11845
vankeusrangaistus	substantiivi	11840
salainen	adjektiivi	11832
varusmies	substantiivi	11823
tuulivoimala	substantiivi	11812
kotitalous	substantiivi	11811
jutella	verbi	11810
koivisto	substantiivi	11803
aktiivisesti	adverbi	11788
keskiarvo	substantiivi	11758
nolla	numeraali, substantiivi	11758
kirjoittaja	substantiivi	11754
siviili	substantiivi	11748
viivästyä	verbi	11745
lämmittää	verbi	11734
alkupuoli	substantiivi	11718
kirjoitus	substantiivi	11718
välille	postpositio, adverbi	11708
pala	substantiivi	11688
älypuhelin	substantiivi	11685
neuvo	substantiivi	11683
määräys	substantiivi	11667
peräkkäin	adverbi	11655
analysoida	verbi	11651
konflikti	substantiivi	11649
toimiva	adjektiivi	11644
hallitusohjelma	substantiivi	11642
mielenilmaus	substantiivi	11642
pahimmillaan	adverbi	11633
mainos	substantiivi	11628
viestintä	substantiivi	11625
kuorma-auto	substantiivi	11613
mainio	adjektiivi	11607
leikkiä	verbi	11605
välttämätön	adjektiivi, substantiivi	11591
seuraaja	substantiivi	11589
epävarma	adjektiivi	11586
ammattiliitto	substantiivi	11580
pyhä	adjektiivi, substantiivi	11556
tahto	substantiivi	11555
kolumni	substantiivi	11537
upota	verbi	11525
ooppera	substantiivi	11515
pienentää	verbi	11515
ohjelmisto	substantiivi	11511
hylly	substantiivi	11510
ruveta	verbi	11504
sittemmin	adverbi	11502
sormi	substantiivi	11502
terveysministeriö	substantiivi	11500
aika-ajo	substantiivi	11496
lehmä	substantiivi	11478
harrastaja	substantiivi	11476
niska	substantiivi	11476
kaupallinen	adjektiivi	11471
iho	substantiivi	11463
laskeutua	verbi	11456
voimalaitos	substantiivi	11455
maksuton	adjektiivi	11436
tyrmätä	verbi	11429
kiristyä	verbi	11426
itsenäisyyspäivä	substantiivi	11421
lomauttaa	verbi	11415
hätäkeskus	substantiivi	11412
olympiakisat	substantiivi	11408
tarjonta	substantiivi	11408
moderni	adjektiivi	11394
poikkeus	substantiivi	11387
oppilaitos	substantiivi	11362
piirtää	verbi	11351
vanhin	substantiivi, adjektiivi	11346
peruskorjaus	substantiivi	11339
päätoimittaja	substantiivi	11339
ajo	substantiivi	11332
laadukas	adjektiivi	11332
ruotsi	substantiivi	11311
suojelu	substantiivi	11300
uutistoimisto	substantiivi	11300
koskettaa	verbi	11294
jonottaa	verbi	11291
ikään	adverbi	11280
muualta	adverbi	11268
passi	substantiivi*	11263
perustelu	substantiivi	11233
portti	substantiivi	11229
sivusto	substantiivi	11211
kotoisin	adverbi	11210
perustuslaki	substantiivi	11197
kuntayhtymä	substantiivi	11192
arkisto	substantiivi	11188
ilmastonmuutos	substantiivi	11171
poro	substantiivi*	11165
tuotto	substantiivi	11163
laajasti	adverbi	11162
valmius	substantiivi	11160
seksi	substantiivi	11144
hätä	substantiivi	11131
suksi	substantiivi	11118
työllisyys	substantiivi	11083
lentopallo	substantiivi	11076
räjähtää	verbi	11070
kuluttaa	verbi	11051
lopuksi	adverbi	11051
keskuspankki	substantiivi	11044
poikanen	substantiivi	11040
suku	substantiivi	11038
värikäs	adjektiivi	11038
talousarvio	substantiivi	11035
varjo	substantiivi	11035
kallio	substantiivi	11034
meneillään	adverbi	11031
reilusti	adverbi	11025
ääri	substantiivi	11021
luonne	substantiivi	11020
tarkentaa	verbi	11015
toimipiste	substantiivi	11007
ruumis	substantiivi	11000
vahvistua	verbi	10994
poimia	verbi	10978
kampus	substantiivi	10975
maito	substantiivi	10961
aineisto	substantiivi	10960
honka	substantiivi	10947
helikopteri	substantiivi	10931
kiuru	substantiivi	10929
monesti	adverbi	10922
etäopetus	substantiivi	10920
maahanmuutto	substantiivi	10917
pyöräilijä	substantiivi	10917
pestä	verbi	10916
kollega	substantiivi	10903
lentoyhtiö	substantiivi	10899
selänne	substantiivi	10898
ilmapiiri	substantiivi	10896
kielto	substantiivi	10896
lainata	verbi	10892
ohjeistus	substantiivi	10892
puhaltaa	verbi	10890
laskelma	substantiivi	10887
onnettomuuspaikka	substantiivi	10885
helle	substantiivi	10877
reuna	substantiivi	10858
tuomioistuin	substantiivi	10858
olut	substantiivi	10854
näyttävä	adjektiivi	10849
hillitä	verbi	10845
metsästys	substantiivi	10839
kassa	substantiivi	10836
rekisteröidä	verbi	10836
sukulainen	substantiivi	10812
miehistö	substantiivi	10810
pörssi	substantiivi	10809
rikosilmoitus	substantiivi	10791
ylpeä	adjektiivi	10783
heitto	substantiivi	10779
uusiutua	verbi	10778
tienata	verbi	10777
pääsiäinen	substantiivi	10765
luona	postpositio	10764
läntinen	adjektiivi	10760
virasto	substantiivi	10758
elinkeinoelämä	substantiivi	10753
tunnustus	substantiivi	10739
maistua	verbi	10735
rinta	substantiivi	10733
jokisuu	substantiivi	10729
kaikenlainen	adjektiivi	10726
palomies	substantiivi	10724
näkyvä	adjektiivi	10718
neuvosto	substantiivi	10705
synnytys	substantiivi	10699
kaasu	substantiivi	10695
kenties	adverbi	10672
rautatieasema	substantiivi	10671
terrori-isku	substantiivi	10657
tohtori	substantiivi	10654
tyhjentää	verbi	10652
puutarha	substantiivi	10651
melkoinen	adjektiivi	10641
rikollinen	substantiivi, adjektiivi	10631
järjestys	substantiivi	10630
kulma	substantiivi	10630
pyyntö	substantiivi	10624
marssia	verbi	10616
poliisiauto	substantiivi	10606
ikäinen	adjektiivi, substantiivi	10604
kalastaja	substantiivi	10584
kokoelma	substantiivi	10572
kaupunginosa	substantiivi	10565
manageri	substantiivi	10563
virrata	verbi	10542
ankara	adjektiivi	10539
aurinkoinen	adjektiivi, substantiivi	10532
paistaa	verbi	10525
aamuyö	substantiivi	10520
puheenaihe	substantiivi	10507
espanjalainen	adjektiivi, substantiivi	10500
konkreettinen	adjektiivi	10496
käyttäytyä	verbi	10484
viljelijä	substantiivi	10483
kauppias	substantiivi	10482
sivussa	postpositio, adverbi	10481
satakunta	numeraali	10479
irrota	verbi	10478
hammas	substantiivi	10466
presidenttiehdokas	substantiivi	10464
menetys	substantiivi	10456
asuinalue	substantiivi	10455
sairas	adjektiivi, substantiivi	10448
rohkea	adjektiivi	10447
selitys	substantiivi	10441
luonnehtia	verbi	10437
kuuluisa	adjektiivi	10434
perustaja	substantiivi	10434
ajankohta	substantiivi	10412
tehopiste	substantiivi	10411
republikaani	substantiivi	10401
tumma	adjektiivi, substantiivi	10392
siivota	verbi	10386
moottoritie	substantiivi	10378
toistua	verbi	10371
tunneli	substantiivi	10358
alustava	adjektiivi	10357
korkeakoulu	substantiivi	10357
uskonto	substantiivi	10349
muovi	substantiivi	10346
todiste	substantiivi	10340
metsästäjä	substantiivi	10335
pienetä	verbi	10328
yläkoulu	substantiivi	10322
korostua	verbi	10313
väkivaltainen	adjektiivi	10313
sprintti	substantiivi	10301
hukkua	verbi	10296
vasten	postpositio, prepositio, adverbi	10294
itäraja	substantiivi	10289
britti	substantiivi	10286
vaiva	substantiivi	10276
kutsu	substantiivi	10270
hius	substantiivi	10264
kuitata	verbi	10254
demokraatti	substantiivi	10253
sekoittaa	verbi	10242
lauantai-ilta	substantiivi	10237
avustaja	substantiivi	10235
reaktio	substantiivi	10219
istuttaa	verbi	10212
verkkokauppa	substantiivi	10208
sähköauto	substantiivi	10204
aikaväli	substantiivi	10203
roska	substantiivi	10198
perehtyä	verbi	10188
haaveilla	verbi	10179
polkupyörä	substantiivi	10177
huumori	substantiivi	10175
ammattiopisto	substantiivi	10173
alkuviikko	substantiivi	10171
maapallo	substantiivi	10171
useimmiten	adverbi	10171
leipä	substantiivi	10156
tiede	substantiivi	10148
hyväksikäyttö	substantiivi	10141
määräaikainen	adjektiivi	10139
parisuhde	substantiivi	10128
avoinna	adverbi	10118
jätevesi	substantiivi	10103
hiipua	verbi	10097
investoida	verbi	10094
kalusto	substantiivi	10088
aktivisti	substantiivi	10083
järki	substantiivi	10082
luotsata	verbi	10081
tekoäly	substantiivi	10067
ympäröidä	verbi	10062
seuranta	substantiivi	10060
tunnus	substantiivi	10059
prinssi	substantiivi	10056
kriteeri	substantiivi	10052
mittari	substantiivi	10036
lähistö	substantiivi	10035
ilmavoimat	substantiivi	10022
repiä	verbi	10018
menetelmä	substantiivi	10017
saavutus	substantiivi	10016
treeni	substantiivi	10016
rock	substantiivi	10001
puku	substantiivi	9998
kapellimestari	substantiivi	9988
alkuvaihe	substantiivi	9982
kuntaliitos	substantiivi	9978
ylivoimainen	adjektiivi	9963
rintama	substantiivi	9960
kuningatar	substantiivi	9959
lykätä	verbi	9955
säännöllisesti	adverbi	9951
virallisesti	adverbi	9950
ampumahiihto	substantiivi	9949
taloudellisesti	adverbi	9947
arvokisa	substantiivi	9942
myöten	postpositio, adverbi	9939
kiireinen	adjektiivi	9938
liikenneturvallisuus	substantiivi	9937
kokonainen	adjektiivi, substantiivi	9932
harjoittaa	verbi	9931
supertähti	substantiivi	9929
mieluummin	adverbi	9923
japanilainen	adjektiivi, substantiivi	9916
anteeksi	adverbi	9897
riskiryhmä	substantiivi	9897
ilme	substantiivi	9893
saatavuus	substantiivi	9881
itsestään	adverbi	9880
peliaika	substantiivi	9874
protesti	substantiivi	9871
näky	substantiivi	9865
prisma	substantiivi	9865
minne	adverbi	9858
loppupuoli	substantiivi	9857
valmistus	substantiivi	9853
kulu	substantiivi	9848
lehdistötilaisuus	substantiivi	9839
kansanäänestys	substantiivi	9835
terrorismi	substantiivi	9813
kohdella	verbi	9802
taiteellinen	adjektiivi	9797
ryöstö	substantiivi	9785
alainen	adjektiivi, substantiivi	9772
murtaa	verbi	9767
sektori	substantiivi	9764
haudata	verbi	9761
näkyvyys	substantiivi	9752
onnistunut	adjektiivi	9751
tietoinen	adjektiivi	9747
kiri	substantiivi	9737
siirtolainen	substantiivi	9732
epäily	substantiivi	9731
avustaa	verbi	9728
mehiläinen	substantiivi	9727
tuollainen	adjektiivi, substantiivi	9722
vaivata	verbi	9720
arktinen	adjektiivi	9719
minkäänlainen	adjektiivi	9707
ratkoa	verbi	9699
innokas	adjektiivi	9694
lasi	substantiivi	9686
takavarikoida	verbi	9681
kirjallisuus	substantiivi	9673
suoda	verbi	9670
jako	substantiivi	9669
jazz	substantiivi	9666
aalto	substantiivi	9663
allas	substantiivi	9653
ulosajo	substantiivi	9653
vainaja	substantiivi	9652
trendi	substantiivi	9647
kuri	substantiivi	9630
perä	substantiivi	9627
puoluekokous	substantiivi	9621
esiintyjä	substantiivi	9617
luonnollinen	adjektiivi	9615
maaperä	substantiivi	9615
lumisade	substantiivi	9608
ylipäätään	adverbi	9605
vartija	substantiivi	9600
kontakti	substantiivi	9599
ydin	substantiivi	9593
pettää	verbi	9579
suvi	substantiivi	9577
pidentää	verbi	9571
asiakirja	substantiivi	9566
hämmentää	verbi	9540
maalaus	substantiivi*	9539
euroviisu	substantiivi	9527
valmistaja	substantiivi	9524
vuoto	substantiivi	9502
vaurio	substantiivi	9500
kirkkoherra	substantiivi	9497
neste	substantiivi	9488
luonnollisesti	adverbi	9483
kohta	adverbi	9478
peruna	substantiivi	9472
pappi	substantiivi	9467
kielteinen	adjektiivi	9465
äärellä	postpositio	9465
villi	adjektiivi, substantiivi	9461
toistaa	verbi	9453
eristää	verbi	9444
yhdeksäs	numeraali	9432
surullinen	adjektiivi	9429
brittiläinen	adjektiivi, substantiivi	9417
avausmaali	substantiivi	9413
pakollinen	adjektiivi	9407
maailmansota	substantiivi	9406
kannanotto	substantiivi	9398
pesti	substantiivi	9390
sisälle	adverbi, postpositio	9385
ammatillinen	adjektiivi	9382
tasa-arvo	substantiivi	9381
vappu	substantiivi	9379
rakentua	verbi	9376
riippuma	substantiivi	9376
koitua	verbi	9374
paljo	adjektiivi, adverbi, substantiivi	9367
pakata	verbi*	9362
kuvakaappaus	substantiivi	9356
sopeutua	verbi	9354
käsikirjoitus	substantiivi	9351
velvoittaa	verbi	9345
vaurioitua	verbi	9341
tää	pronomini	9336
avioliitto	substantiivi	9335
haitallinen	adjektiivi	9330
innostaa	verbi	9324
liikenneonnettomuus	substantiivi	9320
haavisto	substantiivi	9314
kaikkialla	adverbi	9313
liukas	adjektiivi	9310
rikas	adjektiivi, substantiivi	9306
varovainen	adjektiivi	9305
itseluottamus	substantiivi	9303
kultainen	adjektiivi	9302
lahjoitus	substantiivi	9289
soveltua	verbi	9288
yhtäkkiä	adverbi	9284
hiljattain	adverbi	9278
talouskasvu	substantiivi	9277
keskusliitto	substantiivi	9275
legendaarinen	adjektiivi	9266
bakteeri	substantiivi	9264
mielikuva	substantiivi	9258
virolainen	adjektiivi, substantiivi	9257
hoivakoti	substantiivi	9256
euroalue	substantiivi	9254
tiettävästi	adverbi	9252
rasismi	substantiivi	9250
maltillinen	adjektiivi	9248
ohjeistaa	verbi	9244
temppu	substantiivi	9221
yhtenäinen	adjektiivi	9221
eilinen	adjektiivi, substantiivi	9210
maanjäristys	substantiivi	9210
laboratorio	substantiivi	9209
tiukasti	adverbi	9201
laine	substantiivi	9194
suo	substantiivi	9170
heijastua	verbi	9163
suru	substantiivi	9161
saha	substantiivi	9157
paloauto	substantiivi	9154
kuvio	substantiivi	9139
itsenäisyys	substantiivi	9131
pelottaa	verbi	9124
keittää	verbi	9116
sotilaallinen	adjektiivi	9106
kumpi	pronomini	9102
lemmikki	substantiivi	9101
tiedotusväline	substantiivi	9098
keskelle	adverbi, postpositio	9091
klassinen	adjektiivi	9088
reissu	substantiivi	9075
velvollisuus	substantiivi	9066
pommi	substantiivi*	9056
työaika	substantiivi	9056
rauhoittua	verbi	9055
uhanalainen	adjektiivi	9030
luminen	adjektiivi	9029
projektipäällikkö	substantiivi	9026
toiminto	substantiivi	9019
opastaa	verbi	9015
kaista	substantiivi	9014
rajavartiolaitos	substantiivi	9011
valtakunta	substantiivi	8999
harju	substantiivi	8988
raivata	verbi	8986
vuori	substantiivi*	8985
palkkio	substantiivi	8973
pystyttää	verbi	8973
strategia	substantiivi	8969
kirjallinen	adjektiivi	8968
sisältyä	verbi	8968
kongressi	substantiivi	8960
ensisijaisesti	adverbi	8957
askele	substantiivi	8952
käyttöönotto	substantiivi	8950
varaus	substantiivi	8941
tapahtumapaikka	substantiivi	8938
työpäivä	substantiivi	8938
lyhentää	verbi	8934
henkirikos	substantiivi	8922
stressi	substantiivi	8914
parkkipaikka	substantiivi	8911
kohtelu	substantiivi	8908
mittaus	substantiivi	8908
polku	substantiivi	8901
pelikielto	substantiivi	8899
hullu	adjektiivi, substantiivi	8898
saaja	substantiivi	8890
tarpeellinen	adjektiivi	8890
annos	substantiivi	8886
motiivi	substantiivi	8876
taulu	substantiivi	8871
välitys	substantiivi	8864
kohdistaa	verbi	8860
demari	substantiivi	8857
ohjus	substantiivi	8857
ajoissa	adverbi	8855
maatila	substantiivi	8848
nosto	substantiivi	8839
lammas	substantiivi	8836
hävittää	verbi	8833
työkalu	substantiivi	8832
ärsyttää	verbi	8832
tasapaino	substantiivi	8831
ajattelu	substantiivi	8818
lastensuojelu	substantiivi	8817
puhemies	substantiivi	8817
työllistyä	verbi	8805
päinvastoin	adverbi	8799
raiskaus	substantiivi	8794
paloa	verbi	8792
varhainen	adjektiivi	8791
kauppatori	substantiivi	8789
konferenssi	substantiivi	8788
murto	substantiivi	8785
hallituspuolue	substantiivi	8777
kotiottelu	substantiivi	8773
saaristo	substantiivi	8758
etätyö	substantiivi	8747
tavallaan	adverbi	8726
maanantainen	adjektiivi	8720
hitaasti	adverbi	8715
inflaatio	substantiivi	8714
poikkeuslupa	substantiivi	8714
lähipäivä	substantiivi	8706
luetella	verbi	8703
luistella	verbi	8701
villa	substantiivi*	8695
dramaattinen	adjektiivi	8690
vähitellen	adverbi	8689
huipentua	verbi	8687
firma	substantiivi	8686
vihje	substantiivi	8685
resepti	substantiivi	8677
elintarvike	substantiivi	8675
sänky	substantiivi	8673
kannattava	adjektiivi	8668
käyttäytyminen	substantiivi	8656
tilapäinen	adjektiivi	8656
laajennus	substantiivi	8651
avoimesti	adverbi	8650
lukiolainen	substantiivi	8650
törmäys	substantiivi	8649
huolto	substantiivi	8634
tippua	verbi	8620
mansikka	substantiivi	8618
ristiriita	substantiivi	8610
uskonnollinen	adjektiivi	8610
läsnä	adverbi	8609
lähin	adjektiivi, postpositio	8606
kasvomaski	substantiivi	8591
kymmenkunta	numeraali	8589
paavi	substantiivi	8582
pääsääntöisesti	adverbi	8580
unohtua	verbi	8576
muuri	substantiivi	8573
kertomus	substantiivi	8571
ajankohtainen	adjektiivi	8565
suomenkielinen	adjektiivi, substantiivi	8551
varassa	postpositio	8551
sinänsä	adverbi	8550
akku	substantiivi	8537
titteli	substantiivi	8535
matkata	verbi	8531
viestiä	verbi	8529
kallistua	verbi*	8528
julkisesti	adverbi	8524
osuuskauppa	substantiivi	8517
lopullisesti	adverbi	8509
suuruus	substantiivi	8507
uudistua	verbi	8502
halukas	adjektiivi	8496
tukikohta	substantiivi	8492
kyseenalaistaa	verbi	8491
räppäri	substantiivi	8481
remontoida	verbi	8480
per	prepositio	8477
lähiaika	substantiivi	8472
hauta	substantiivi	8460
hiljaa	adverbi	8460
runo	substantiivi	8460
täyteen	adverbi	8460
viimein	adverbi	8460
jännitys	substantiivi	8459
alkukesä	substantiivi	8456
syli	substantiivi	8454
koetella	verbi	8452
päätellä	verbi	8444
komentaja	substantiivi	8437
sunnuntai-ilta	substantiivi	8436
kotiyleisö	substantiivi	8433
ennakkosuosikki	substantiivi	8431
pilvi	substantiivi	8429
itkeä	verbi	8427
suuntautua	verbi	8426
länsimaa	substantiivi	8425
vankeustuomio	substantiivi	8421
jäätyä	verbi	8419
rakennustyömaa	substantiivi	8415
huhu	substantiivi	8412
laatikko	substantiivi	8411
paikata	verbi	8405
karu	adjektiivi	8398
säveltää	verbi	8393
rauhallisesti	adverbi	8392
markkinoida	verbi	8383
työnhakija	substantiivi	8376
elokuvateatteri	substantiivi	8370
mäkihyppy	substantiivi	8369
sohva	substantiivi	8369
hälyttää	verbi	8366
junaliikenne	substantiivi	8363
ajoittain	adverbi	8352
turvautua	verbi	8335
kovaa	adverbi	8333
murtautua	verbi	8333
alusta	substantiivi	8322
tosissaan	adverbi	8320
työsuhde	substantiivi	8313
kansainvälisesti	adverbi	8311
kymmenes	numeraali	8311
vakituinen	adjektiivi	8310
pullo	substantiivi	8309
maatalous	substantiivi	8306
viileä	adjektiivi, substantiivi	8302
koittaa	verbi*	8301
enin	adjektiivi	8297
leikki	substantiivi	8297
pidellä	verbi	8296
puida	verbi	8291
varhaiskasvatus	substantiivi	8287
ostos	substantiivi	8277
lisäaika	substantiivi	8275
moottori	substantiivi	8262
kotikenttä	substantiivi	8261
tähtäin	substantiivi	8253
pilata	verbi	8246
rinnalle	postpositio, adverbi	8246
tuolla	adverbi	8233
lukeminen	substantiivi	8218
välitön	adjektiivi	8218
juoma	substantiivi	8215
päivittäinen	adjektiivi	8211
tutkinto	substantiivi	8208
ikäluokka	substantiivi	8200
puskea	verbi	8200
puhjeta	verbi	8199
tavallisesti	adverbi	8185
meteorologi	substantiivi	8180
matematiikka	substantiivi	8174
mikkeli	substantiivi	8166
monimutkainen	adjektiivi	8165
rakas	adjektiivi, substantiivi	8157
toisenlainen	adjektiivi	8153
lyönti	substantiivi	8151
portaat	substantiivi	8143
luokitella	verbi	8141
päivitys	substantiivi	8140
selvillä	adverbi	8124
kansallispuisto	substantiivi	8120
sähkökatko	substantiivi	8120
viidennes	substantiivi	8118
haju	substantiivi	8116
varustaa	verbi	8114
kesäloma	substantiivi	8111
hitti	substantiivi	8105
puhelimitse	adverbi	8105
siipi	substantiivi	8094
toimiala	substantiivi	8092
masennus	substantiivi	8088
golf	substantiivi	8084
näyttämö	substantiivi	8084
etäisyys	substantiivi	8082
torni	substantiivi	8081
juontaa	verbi	8076
semmoinen	adjektiivi	8075
toisinaan	adverbi	8075
soveltaa	verbi	8068
elementti	substantiivi	8060
sisäministeriö	substantiivi	8059
sinilevä	substantiivi	8053
ymmärrys	substantiivi	8053
lähialue	substantiivi	8050
lisä	substantiivi	8048
arkipäivä	substantiivi	8043
kierrättää	verbi	8040
kartano	substantiivi	8029
herkku	substantiivi	8028
vuosikausi	substantiivi	8026
eläinlääkäri	substantiivi	8023
pehmeä	adjektiivi, substantiivi	8022
hakata	verbi	8019
konserni	substantiivi	8019
päihde	substantiivi	8016
perättäinen	adjektiivi	8008
jäädyttää	verbi	8007
robotti	substantiivi	8006
satu	substantiivi	8006
turvapaikka	substantiivi	7987
lisätieto	substantiivi	7986
suistua	verbi	7983
johdosta	postpositio	7978
kantelu	substantiivi	7976
rattijuopumus	substantiivi	7976
formula	substantiivi	7972
taitava	adjektiivi	7967
tallentaa	verbi	7967
hienosti	adverbi	7962
hautausmaa	substantiivi	7959
piikki	substantiivi	7959
silloinen	adjektiivi	7959
loppusuora	substantiivi	7954
palokunta	substantiivi	7954
helpottua	verbi	7950
yksinäisyys	substantiivi	7935
työskentely	substantiivi	7932
väistötila	substantiivi	7930
alakoulu	substantiivi	7928
tulvia	verbi	7927
juniori	substantiivi	7926
hymy	substantiivi	7923
määrittää	verbi	7923
tieten	adverbi	7916
roikkua	verbi	7898
niukasti	adverbi	7895
ristiriitainen	adjektiivi	7894
vääntää	verbi	7891
fakta	substantiivi	7890
kuntosali	substantiivi	7884
raunio	substantiivi	7881
tyyppi	substantiivi	7881
hedelmä	substantiivi	7880
porilainen	adjektiivi, substantiivi	7880
työntää	verbi	7876
soitto	substantiivi	7869
kuvaaja	substantiivi	7867
poseerata	verbi	7867
laajuus	substantiivi	7860
kohtaus	substantiivi	7857
yksinkertaisesti	adverbi	7849
pakettiauto	substantiivi	7848
hirveästi	adverbi	7847
ravinto	substantiivi	7847
reikä	substantiivi	7840
oleellinen	adjektiivi	7835
tolppa	substantiivi	7833
etuala	substantiivi	7828
puolustusministeriö	substantiivi	7828
väkivaltaisuus	substantiivi	7828
messut	substantiivi	7813
lähettäjä	substantiivi	7812
tarjoilla	verbi	7808
olympiavoittaja	substantiivi	7801
joulupukki	substantiivi	7800
korruptio	substantiivi	7799
ammua	verbi	7798
pääkonttori	substantiivi	7793
vapaasti	adverbi	7793
toimintatapa	substantiivi	7785
alijäämä	substantiivi	7784
automaattisesti	adverbi	7781
turvaväli	substantiivi	7779
levätä	verbi	7777
herra	substantiivi	7770
rinnalla	postpositio, adverbi	7770
kotiseutu	substantiivi	7768
suunnittelija	substantiivi	7768
kierto	substantiivi	7767
arvostelu	substantiivi	7766
esimies	substantiivi	7757
vauhdittaa	verbi	7757
olympiastadion	substantiivi	7750
silminnäkijä	substantiivi	7743
painua	verbi	7740
panos	substantiivi	7740
pykälä	substantiivi	7739
veikkaus	substantiivi	7739
